numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07872;20220201071000;1355.000000;mq;mq;265.950000;261.760000;72;mq;mq;mq;mq;mq;mq;/;/;/;mq;263.150000;mq;266.750000;mq;0.400000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07499;20220226070000;1025.000000;0;0.000000;mq;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.170000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;5;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07566;20220226073000;1830.000000;0;0.000000;260.250000;246.980000;32;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.750000;mq;273.650000;1.100000;0.000000;-99;768.000000;3100.000000;mq;263.450000;mq;0;mq;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07599;20220226072000;1240.000000;360;1.000000;268.550000;264.090000;71;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.550000;mq;278.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20220226064500;1970.000000;0;0.000000;262.650000;255.340000;55;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.350000;mq;270.650000;1.250000;0.000000;-99;768.000000;3100.000000;mq;265.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;1;150.000000;
07896;20220226071500;1416.000000;0;0.000000;263.450000;260.180000;77;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;275.650000;0.840000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;mq;mq;mq;mq;mq;mq;2;270;1.000000;mq;mq;mq;2;7;mq;2;mq;
07900;20220226064500;2040.000000;0;0.000000;259.250000;248.550000;40;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.850000;mq;277.950000;1.170000;0.000000;-99;768.000000;3100.000000;mq;259.950000;mq;0;0;2;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;1;155.000000;
07901;20220226070000;1867.000000;0;0.000000;263.250000;258.990000;71;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.350000;mq;273.550000;1.380000;0.000000;-99;768.000000;3100.000000;mq;260.850000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;mq;mq;mq;3;9;mq;2;mq;
07909;20220226073000;1700.000000;360;4.000000;264.850000;262.330000;82;0;0;0;2;2;mq;6;0;0;0.000000;mq;264.650000;mq;271.850000;1.600000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;mq;mq;
07911;20220226071000;1636.000000;0;0.000000;265.550000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.550000;mq;272.050000;1.390000;0.000000;-99;768.000000;3100.000000;mq;265.250000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;7;mq;mq;mq;
07912;20220226070000;1713.000000;60;2.000000;258.650000;255.350000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.650000;mq;273.450000;0.730000;0.000000;-99;768.000000;3100.000000;mq;258.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07939;20220226072000;1860.000000;0;8.000000;267.350000;258.090000;48;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;281.650000;0.520000;0.000000;-99;768.000000;3100.000000;mq;264.250000;mq;0;0;0;mq;mq;mq;mq;1;360;10.000000;0.690000;0.000000;mq;7;3;mq;mq;mq;
07959;20220226073500;1860.000000;0;0.000000;mq;mq;mq;0;4;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.950000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;3;4;mq;2;mq;
07970;20220226074000;1789.000000;310;2.000000;269.250000;256.680000;37;0;7;4;0;0;mq;0;0;0;1.400000;mq;269.250000;mq;274.150000;0.700000;0.010000;-99;768.000000;3101.000000;mq;264.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07393;20220226073000;2196.000000;40;14.000000;263.150000;mq;mq;0;4;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.250000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;2;mq;mq;mq;
07596;20220226082800;1717.000000;0;0.000000;274.350000;256.940000;26;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.650000;mq;278.950000;0.270000;0.000000;-99;768.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07715;20220226083000;2125.000000;0;0.000000;266.150000;256.470000;46;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.850000;mq;mq;0.520000;0.000000;-99;768.000000;3100.000000;mq;263.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07721;20220226075100;1760.000000;0;0.000000;269.550000;261.110000;52;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.850000;mq;275.650000;1.330000;0.000000;-99;768.000000;3100.000000;mq;267.250000;mq;0;2;0;mq;mq;mq;mq;2;180;5.000000;1.310000;0.000000;mq;3;7;mq;2;mq;
07811;20220226075500;2350.000000;0;0.000000;263.150000;246.810000;25;mq;mq;mq;mq;mq;mq;/;/;/;0.000000;mq;261.150000;mq;267.250000;0.740000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07813;20220226081000;1210.000000;mq;mq;268.150000;mq;mq;0;0;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;1.200000;0.000000;-99;768.000000;3100.000000;mq;265.650000;mq;0;mq;mq;mq;mq;mq;mq;2;40;5.000000;1.400000;0.000000;mq;0;0;0;mq;mq;
07875;20220226074500;1860.000000;0;0.000000;263.650000;254.420000;47;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.650000;mq;272.650000;1.440000;0.000000;-99;768.000000;3100.000000;mq;256.150000;mq;0;0;2;mq;mq;mq;mq;2;40;9.000000;mq;mq;mq;8;8;mq;1;150.000000;
07877;20220226083000;1642.000000;360;1.000000;269.250000;252.080000;25;0;4;4;0;0;mq;0;0;0;0.000000;mq;263.750000;mq;278.250000;0.900000;0.000000;-99;768.000000;3100.000000;mq;264.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07881;20220226074000;2550.000000;0;0.000000;264.550000;248.020000;25;0;3;0;0;0;mq;0;0;0;0.000000;mq;260.650000;mq;266.750000;1.810000;0.000000;-99;768.000000;3100.000000;mq;265.550000;mq;0;0;1;mq;mq;mq;mq;2;40;8.000000;mq;mq;mq;7;4;mq;1;180.000000;
07908;20220226073000;1970.000000;90;2.000000;264.450000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;1.370000;0.000000;-99;768.000000;3100.000000;mq;265.450000;mq;0;0;6;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07919;20220226082600;2130.000000;0;0.000000;270.250000;255.840000;32;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.550000;mq;276.450000;0.350000;0.000000;-99;768.000000;3100.000000;mq;263.550000;mq;0;0;2;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;2;mq;2;mq;
07920;20220226080000;1720.000000;360;2.000000;265.550000;258.280000;56;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.650000;mq;273.950000;0.740000;0.000000;-99;768.000000;3100.000000;mq;265.850000;mq;0;0;5;mq;mq;mq;mq;2;0;0.000000;1.180000;0.000000;mq;3;7;mq;2;mq;
07921;20220226082100;1680.000000;0;0.000000;269.450000;256.860000;37;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.050000;mq;276.750000;0.500000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;3;4;mq;mq;mq;
07923;20220226083500;1895.000000;0;0.000000;265.550000;254.560000;41;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.450000;mq;275.350000;0.500000;0.000000;-99;768.000000;3100.000000;mq;265.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;2;mq;
07926;20220226080000;2185.000000;0;0.000000;266.250000;251.930000;31;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.850000;mq;270.350000;1.070000;0.000000;-99;768.000000;3100.000000;mq;259.450000;mq;0;0;0;mq;mq;mq;mq;2;310;4.000000;0.900000;0.000000;mq;3;3;mq;1;320.000000;
07942;20220226081500;1910.000000;0;0.000000;268.350000;257.670000;43;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.650000;mq;279.350000;0.390000;0.000000;-99;768.000000;3100.000000;mq;266.150000;mq;0;0;0;mq;mq;mq;mq;1;40;10.000000;mq;mq;mq;7;3;mq;2;210.000000;
07950;20220226083500;1590.000000;0;0.000000;276.650000;261.090000;31;0;7;4;0;0;mq;0;0;0;0.000000;mq;268.250000;mq;276.650000;0.450000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07955;20220226080000;1840.000000;90;1.000000;272.850000;260.240000;38;0;4;7;0;0;mq;0;0;0;0.000000;mq;267.650000;mq;274.550000;1.050000;0.000000;-99;768.000000;3100.000000;mq;267.650000;mq;0;0;0;mq;mq;mq;mq;1;90;2.000000;1.950000;0.000000;mq;3;4;mq;1;mq;
07957;20220226083000;1740.000000;90;2.000000;274.350000;260.910000;36;0;4;4;0;0;mq;0;0;0;0.000000;mq;267.950000;mq;282.450000;1.500000;0.000000;-99;768.000000;3100.000000;mq;269.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07575;20220226082600;2134.000000;40;1.000000;269.350000;255.760000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.250000;mq;273.150000;0.630000;0.000000;-99;768.000000;3100.000000;mq;265.550000;mq;0;0;1;mq;mq;mq;mq;1;90;7.000000;0.780000;0.000000;mq;8;3;mq;2;mq;
07589;20220226083000;1570.000000;0;0.000000;270.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;276.150000;0.600000;0.000000;-99;768.000000;3100.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;7;mq;2;mq;
07595;20220226090000;1915.000000;40;2.000000;268.650000;257.070000;40;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.450000;mq;274.350000;0.500000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07858;20220226084000;1768.000000;0;0.000000;265.850000;260.010000;63;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.050000;mq;272.350000;1.600000;0.000000;-99;768.000000;3100.000000;mq;266.350000;mq;0;0;9;mq;mq;mq;mq;3;40;10.000000;mq;mq;mq;2;9;mq;2;mq;
07878;20220226084500;1600.000000;0;0.000000;274.050000;260.640000;36;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.250000;mq;276.450000;0.540000;0.000000;-99;768.000000;3100.000000;mq;265.750000;mq;0;0;0;mq;mq;mq;mq;2;180;4.000000;mq;mq;mq;7;6;mq;2;mq;
07927;20220226084000;2100.000000;0;0.000000;268.950000;247.480000;17;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.480000;0.000000;-99;768.000000;3100.000000;mq;265.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07965;20220226085100;1460.000000;0;0.000000;278.650000;262.840000;31;0;4;4;0;0;mq;0;0;0;0.000000;mq;272.550000;mq;275.050000;0.190000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;2;480.000000;
07973;20220226083000;1472.000000;130;2.000000;272.750000;259.140000;35;45;7;0;0;0;mq;0;0;0;0.000000;mq;267.350000;mq;274.250000;0.460000;0.010000;-99;768.000000;3101.000000;mq;267.250000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;6;mq;2;mq;
07392;20220226070000;1036.000000;90;4.000000;270.750000;267.940000;81;0;0;7;0;0;mq;0;0;0;0.100000;mq;mq;mq;mq;0.010000;0.010000;-99;768.000000;3101.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07470;20220226080000;1850.000000;310;2.000000;265.150000;260.640000;70;0;3;0;mq;mq;mq;/;/;/;mq;mq;264.350000;mq;272.650000;1.350000;0.000000;-99;768.000000;3100.000000;mq;267.150000;mq;0;mq;0;mq;mq;mq;mq;2;360;15.000000;2.300000;0.000000;mq;0;0;0;mq;mq;
07582;20220226084000;1350.000000;0;0.000000;266.950000;260.240000;59;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.950000;mq;275.450000;0.670000;0.000000;-99;768.000000;3100.000000;mq;270.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07861;20220226074500;1635.000000;40;7.000000;264.550000;262.030000;82;0;0;0;mq;mq;mq;/;/;/;1.000000;mq;264.350000;mq;274.950000;1.300000;0.010000;-99;768.000000;3101.000000;mq;268.750000;mq;0;mq;2;mq;mq;mq;mq;2;40;7.000000;mq;mq;mq;2;3;mq;mq;180.000000;
07876;20220226080000;1270.000000;40;2.000000;268.550000;mq;mq;0;0;4;1;0;1250;0;0;0;0.000000;mq;mq;mq;mq;0.700000;0.000000;-99;768.000000;3100.000000;mq;269.750000;mq;0;0;0;mq;mq;mq;mq;2;40;2.000000;mq;mq;mq;9;7;mq;mq;mq;
07887;20220226083000;1500.000000;0;0.000000;266.450000;259.770000;59;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.450000;mq;273.750000;1.050000;0.000000;-99;768.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;2;90;7.000000;1.600000;0.000000;mq;9;9;mq;1;200.000000;
07897;20220226073000;1870.000000;0;0.000000;264.850000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;264.050000;mq;271.950000;1.460000;0.010000;-99;768.000000;3101.000000;mq;260.350000;mq;0;mq;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;7;mq;2;mq;
07943;20220226091500;1650.000000;180;2.000000;277.550000;264.460000;38;0;7;4;0;0;mq;0;0;0;2.100000;mq;268.950000;mq;278.450000;0.300000;0.010000;-99;768.000000;3101.000000;mq;268.050000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;6;mq;2;mq;
07953;20220226083000;1800.000000;0;0.000000;277.450000;257.570000;22;0;4;7;0;0;mq;0;0;0;0.000000;mq;268.250000;mq;280.650000;0.860000;0.000000;-99;768.000000;3100.000000;mq;267.050000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;mq;mq;mq;7;6;mq;2;mq;
07964;20220226085000;2020.000000;0;0.000000;272.350000;256.510000;29;0;4;4;0;0;mq;0;0;0;0.000000;mq;267.950000;mq;273.950000;1.200000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;2;mq;2;mq;
07972;20220226090000;1715.000000;0;0.000000;mq;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;mq;mq;mq;768.000000;mq;mq;268.850000;mq;0;mq;0;mq;mq;mq;mq;1;0;0.000000;0.000000;0.000000;mq;8;6;mq;2;270.000000;
07454;20220226090000;1535.000000;40;14.000000;269.550000;mq;mq;0;3;7;0;0;mq;0;0;0;1.400000;mq;mq;mq;mq;0.700000;0.010000;-99;768.000000;3101.000000;mq;264.450000;mq;0;1;9;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;6;mq;2;mq;
07567;20220226090000;2101.000000;0;0.000000;264.950000;254.290000;42;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.750000;mq;272.450000;1.050000;0.000000;-99;768.000000;3100.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;mq;mq;
07711;20220226064000;1524.000000;0;0.000000;263.950000;260.000000;73;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.950000;mq;274.950000;0.870000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;2;mq;1;170.000000;
07815;20220226074500;2356.000000;0;0.000000;260.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;1.280000;0.000000;-99;768.000000;3100.000000;mq;263.150000;mq;0;0;5;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;2;mq;
07818;20220226093000;1254.000000;360;2.000000;273.050000;265.550000;57;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.350000;mq;275.250000;0.500000;0.000000;-99;768.000000;3100.000000;mq;271.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;6;mq;1;360.000000;
07863;20220226090200;1960.000000;310;2.000000;264.750000;255.440000;47;0;4;0;0;0;mq;0;0;0;0.000000;mq;261.350000;mq;270.250000;0.900000;0.000000;-99;768.000000;3100.000000;mq;267.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07884;20220226070000;1400.000000;0;0.000000;266.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.150000;mq;275.150000;1.150000;0.000000;-99;768.000000;3100.000000;mq;261.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;mq;mq;
07885;20220226080000;1603.000000;0;0.000000;270.250000;260.240000;46;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.750000;mq;273.150000;0.860000;0.000000;-99;768.000000;3100.000000;mq;269.250000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;7;mq;2;mq;
07886;20220226084500;1710.000000;360;3.000000;269.150000;260.740000;52;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;271.350000;0.750000;0.000000;-99;768.000000;3100.000000;mq;267.150000;mq;0;9;0;mq;mq;mq;mq;2;360;5.000000;mq;mq;mq;7;3;mq;2;mq;
07889;20220226075000;1800.000000;0;0.000000;263.850000;256.250000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.750000;mq;271.950000;0.610000;0.000000;-99;768.000000;3100.000000;mq;266.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;mq;mq;
07890;20220226081200;2208.000000;0;0.000000;263.550000;249.910000;32;0;3;0;0;0;mq;0;0;0;0.000000;mq;259.950000;mq;mq;1.130000;0.000000;-99;768.000000;3100.000000;mq;256.550000;mq;0;0;6;mq;mq;mq;mq;2;180;9.000000;mq;mq;mq;4;3;mq;2;mq;
07891;20220226083000;1209.000000;0;0.000000;268.150000;mq;mq;0;4;0;0;0;mq;0;0;0;0.000000;mq;266.550000;mq;279.750000;0.950000;0.000000;-99;768.000000;3100.000000;mq;270.250000;mq;0;mq;0;mq;mq;mq;mq;2;0;0.000000;1.900000;0.000000;mq;9;6;mq;mq;mq;
07892;20220226073000;1700.000000;0;0.000000;261.050000;258.310000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.550000;mq;271.050000;1.030000;0.000000;-99;768.000000;3100.000000;mq;262.250000;mq;0;0;6;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;2;mq;
07893;20220226080000;1780.000000;0;0.000000;264.150000;259.850000;71;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.850000;mq;271.350000;1.310000;0.000000;-99;768.000000;3100.000000;mq;262.250000;mq;0;0;9;mq;mq;mq;mq;2;0;0.000000;1.650000;0.000000;mq;8;2;mq;1;200.000000;
07894;20220226072000;1350.000000;220;1.000000;266.350000;259.880000;60;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.650000;mq;277.250000;0.570000;0.000000;-99;768.000000;3100.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;6;mq;2;mq;
07904;20220226061500;2080.000000;270;2.000000;260.050000;249.820000;42;0;7;0;0;0;mq;0;0;0;0.100000;mq;256.550000;mq;270.050000;1.380000;0.010000;-99;768.000000;3101.000000;mq;262.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07916;20220226091000;1594.000000;0;0.000000;269.050000;258.870000;45;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.250000;mq;274.650000;0.900000;0.000000;-99;768.000000;3100.000000;mq;265.750000;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;mq;mq;
07922;20220226080000;2295.000000;130;2.000000;263.850000;250.520000;33;0;3;0;0;0;mq;0;0;0;0.000000;mq;259.850000;mq;267.450000;0.800000;0.000000;-99;768.000000;3100.000000;mq;263.250000;mq;0;0;3;mq;mq;mq;mq;2;130;7.000000;mq;mq;mq;9;3;mq;0;190.000000;
07925;20220226070000;1905.000000;0;0.000000;266.550000;253.930000;36;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.350000;mq;279.950000;0.450000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;1;320;3.000000;0.640000;0.000000;mq;3;7;mq;2;mq;
07928;20220226083000;1530.000000;90;4.000000;269.150000;262.740000;61;0;7;0;1;1;150;2;0;0;0.200000;mq;266.750000;mq;273.850000;0.990000;0.010000;-99;768.000000;3101.000000;mq;266.450000;mq;0;0;2;mq;mq;mq;mq;2;40;4.000000;1.260000;0.010000;mq;1;3;mq;2;mq;
07936;20220226083000;2020.000000;0;0.000000;268.050000;255.280000;36;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.050000;mq;280.550000;0.570000;0.000000;-99;768.000000;3100.000000;mq;263.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;3;mq;2;mq;
07940;20220226093000;1900.000000;0;0.000000;272.150000;254.580000;25;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;279.250000;0.500000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;7;4;mq;2;mq;
07952;20220226092600;1840.000000;0;0.000000;279.750000;mq;mq;0;0;4;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;1.900000;0.000000;-99;768.000000;3100.000000;mq;269.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;6;mq;mq;mq;
07960;20220226085000;1590.000000;0;0.000000;276.550000;265.150000;43;0;0;4;0;0;mq;0;0;0;0.300000;mq;271.750000;mq;276.650000;0.440000;0.000000;-99;768.000000;3100.000000;mq;270.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;7;mq;2;mq;
07903;20220226094000;1400.000000;360;2.000000;271.250000;262.930000;53;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.950000;mq;273.350000;0.410000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;0;mq;mq;mq;mq;mq;mq;360;4.000000;0.700000;0.000000;mq;7;6;mq;2;mq;
07902;20220226080000;2022.000000;0;0.000000;264.150000;253.000000;40;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.750000;mq;268.350000;1.880000;0.000000;-99;768.000000;3100.000000;mq;264.950000;mq;0;0;0;mq;mq;mq;mq;2;360;3.000000;mq;mq;mq;1;2;mq;1;240.000000;
07929;20220226091500;1855.000000;0;0.000000;268.350000;252.190000;27;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.450000;mq;276.350000;0.840000;0.000000;-99;768.000000;3100.000000;mq;263.150000;mq;0;0;0;mq;mq;mq;mq;1;360;11.000000;mq;mq;mq;3;4;mq;1;200.000000;
07856;20220226063000;1620.000000;0;0.000000;265.050000;256.450000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.050000;mq;272.250000;1.190000;0.000000;-99;768.000000;3100.000000;mq;267.750000;mq;0;0;0;mq;mq;mq;mq;2;40;8.000000;2.580000;0.000000;mq;9;7;mq;2;mq;
07595;20220226123000;1915.000000;0;0.000000;273.850000;259.390000;33;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.500000;0.000000;-50;750.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07882;20220226120000;1382.000000;0;0.000000;272.550000;263.900000;52;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.980000;0.000000;-50;750.000000;3100.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;1.660000;0.000000;mq;3;2;mq;0;160.000000;
07920;20220226123000;1720.000000;0;0.000000;275.250000;258.170000;27;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.740000;0.000000;-50;750.000000;3100.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.180000;0.000000;mq;3;7;mq;2;mq;
07939;20220226122000;1860.000000;270;10.000000;272.450000;255.740000;27;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.520000;0.000000;-50;750.000000;3100.000000;mq;270.450000;mq;0;0;5;mq;mq;mq;mq;1;310;15.000000;0.690000;0.000000;mq;7;3;mq;mq;mq;
07926;20220226123000;2185.000000;180;1.000000;273.150000;254.450000;23;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.070000;0.000000;-50;750.000000;3100.000000;mq;262.750000;mq;0;0;0;mq;mq;mq;mq;2;90;2.000000;0.900000;0.000000;mq;3;3;mq;1;340.000000;
07928;20220226121500;1530.000000;90;1.000000;273.250000;263.790000;49;0;0;0;1;1;800;2;0;0;mq;mq;mq;mq;mq;0.990000;0.000000;-50;750.000000;3100.000000;mq;269.050000;mq;0;0;0;mq;mq;mq;mq;2;90;2.000000;1.260000;0.000000;mq;2;3;mq;2;mq;
07929;20220226125000;1855.000000;360;1.000000;272.750000;250.630000;17;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.840000;0.000000;-50;750.000000;3100.000000;mq;264.150000;mq;0;0;0;mq;mq;mq;mq;1;360;2.000000;mq;mq;mq;8;4;mq;1;260.000000;
